status,band,address,neighborhood,ptype,sqft,asked,ask_ppsf,supported_ppsf,over_pct,suggested_list,reduce_by,pitch
Cancelled,$1M–$2M,100 E Las Olas Blvd Unit#2802,Las Olas,Condo,1501,1695000,1129.0,785.0,43.8,1178000,517000,"Listed 44% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $1,178,000."
Cancelled,$1M–$2M,1408 NE 5th Court Unit#1408A,Victoria Park,Townhouse,2467,1695000,687.0,533.0,28.9,1315000,380000,"Listed 29% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $1,315,000."
Expired,$1M–$2M,1501 SW 5 ct,Gill Isles,Single Family,1677,1690000,1008.0,653.0,54.4,1095000,595000,"Listed 54% over supported value — comparable Gill Isles homes sell near $538/sqft. Suggested list $1,095,000."
Expired,$1M–$2M,1616 NE 17th Ter,Poinsettia Heights,Single Family,2598,1675000,645.0,493.0,30.8,1281000,394000,"Listed 31% over supported value — comparable Poinsettia Heights homes sell near $524/sqft. Suggested list $1,281,000."
Cancelled,$1M–$2M,2500 NE 26th Ave,Coral Ridge Galt,Single Family,2258,1675000,742.0,628.0,18.2,1418000,257000,"Listed 18% over supported value — comparable Coral Ridge Galt homes sell near $701/sqft. Suggested list $1,418,000."
Expired,$1M–$2M,100 E Las Olas Blvd Unit#1904,Las Olas,Condo,1867,1675000,897.0,586.0,53.1,1094000,581000,"Listed 53% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $1,094,000."
Cancelled,$1M–$2M,1122 NE 10th Ave Unit#B,Progresso,Townhouse,2583,1650000,639.0,403.0,58.6,1041000,609000,"Listed 59% over supported value — comparable Progresso homes sell near $409/sqft. Suggested list $1,041,000."
Cancelled,$1M–$2M,616 NE 16th Ter,Victoria Park,Single Family,1962,1650000,841.0,618.0,36.1,1213000,437000,"Listed 36% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $1,213,000."
Expired,$1M–$2M,625 NE 15th Avenue,Victoria Park,Single Family,2491,1650000,662.0,592.0,11.8,1475000,175000,"Listed 12% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $1,475,000."
Expired,$1M–$2M,2632 NE 29th Ct,Coral Ridge Galt,Single Family,2224,1650000,742.0,653.0,13.6,1452000,198000,"Listed 14% over supported value — comparable Coral Ridge Galt homes sell near $701/sqft. Suggested list $1,452,000."
Cancelled,$1M–$2M,2740 NE 29th St,Coral Ridge Galt,Single Family,2297,1650000,718.0,639.0,12.4,1468000,182000,"Listed 12% over supported value — comparable Coral Ridge Galt homes sell near $701/sqft. Suggested list $1,468,000."
Expired,$1M–$2M,614 NE 10th Ave,Progresso,Single Family,3063,1650000,539.0,463.0,16.4,1418000,232000,"Listed 16% over supported value — comparable Progresso homes sell near $409/sqft. Suggested list $1,418,000."
Cancelled,$1M–$2M,1122 NE 10th Ave,Progresso,Townhouse,2814,1650000,586.0,387.0,51.4,1089000,561000,"Listed 51% over supported value — comparable Progresso homes sell near $409/sqft. Suggested list $1,089,000."
Expired,$1M–$2M,333 Las Olas Way Unit#2409,Las Olas,Condo,2141,1650000,771.0,615.0,25.4,1317000,333000,"Listed 25% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $1,317,000."
Expired,$1M–$2M,100 E Las Olas Blvd Unit#1701,Las Olas,Condo,2395,1650000,689.0,551.0,25.0,1320000,330000,"Listed 25% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $1,320,000."
Cancelled,$1M–$2M,610 NE 16th Terrace,Victoria Park,Single Family,1810,1649900,912.0,633.0,44.1,1146000,504000,"Listed 44% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $1,146,000."
Cancelled,$1M–$2M,2100 S Ocean Ln Unit#1911,Point Americas,Condo,1912,1649000,862.0,572.0,50.7,1094000,555000,"Listed 51% over supported value — comparable Point Americas homes sell near $541/sqft. Suggested list $1,094,000."
Cancelled,$1M–$2M,1806 NE 26th Avenue,Coral Ridge,Townhouse,3024,1625000,537.0,450.0,19.3,1361000,264000,"Listed 19% over supported value — comparable Coral Ridge homes sell near $793/sqft. Suggested list $1,361,000."
Cancelled,$1M–$2M,1606 SE 1st Street,Colee Hammock,Single Family,1806,1625000,900.0,692.0,30.1,1250000,375000,"Listed 30% over supported value — comparable Colee Hammock homes sell near $686/sqft. Suggested list $1,250,000."
Cancelled,$1M–$2M,1320 NE 16th Ave Unit#A,Lake Ridge,Townhouse,2330,1625000,697.0,470.0,48.3,1095000,530000,"Listed 48% over supported value — comparable Lake Ridge homes sell near $528/sqft. Suggested list $1,095,000."
Cancelled,$1M–$2M,1608 NE 5th St,Victoria Park,Townhouse,2910,1625000,558.0,410.0,36.1,1193000,432000,"Listed 36% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $1,193,000."
Expired,$1M–$2M,333 Las Olas Way Unit#2505,Las Olas,Condo,2129,1625000,763.0,635.0,20.2,1352000,273000,"Listed 20% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $1,352,000."
Cancelled,$1M–$2M,1320 ne 16th ave Unit#B,Lake Ridge,Townhouse,2736,1625000,594.0,461.0,28.9,1261000,364000,"Listed 29% over supported value — comparable Lake Ridge homes sell near $528/sqft. Suggested list $1,261,000."
Cancelled,$1M–$2M,450 N Victoria Park Rd,Victoria Park,Single Family,2420,1600000,661.0,545.0,21.3,1319000,281000,"Listed 21% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $1,319,000."
Cancelled,$1M–$2M,2016 NE 24th St,Coral Point,Single Family,1726,1600000,927.0,627.0,47.8,1082000,518000,"Listed 48% over supported value — comparable Coral Point homes sell near $574/sqft. Suggested list $1,082,000."
Cancelled,$1M–$2M,915 NE 17th Ter Unit#2,Victoria Park,Townhouse,2532,1600000,632.0,523.0,20.8,1324000,276000,"Listed 21% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $1,324,000."
Cancelled,$1M–$2M,917 NE 17th Ter Unit#3,Victoria Park,Townhouse,2532,1600000,632.0,523.0,20.8,1324000,276000,"Listed 21% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $1,324,000."
Cancelled,$1M–$2M,312 NE 14th Ave Unit#A,Victoria Park,Townhouse,2400,1599999,667.0,515.0,29.5,1236000,364000,"Listed 30% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $1,236,000."
Expired,$1M–$2M,312 NE 14th Ave Unit#A,Victoria Park,Townhouse,2500,1599000,640.0,512.0,25.0,1280000,319000,"Listed 25% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $1,280,000."
Cancelled,$1M–$2M,2100 S Ocean Lane Unit#1707,Point Americas,Condo,2116,1599000,756.0,565.0,33.8,1196000,403000,"Listed 34% over supported value — comparable Point Americas homes sell near $541/sqft. Suggested list $1,196,000."
Cancelled,$1M–$2M,2308 SE 18 St,Harbour Heights,Single Family,1658,1599000,964.0,689.0,39.9,1142000,457000,"Listed 40% over supported value — comparable Harbour Heights homes sell near $701/sqft. Suggested list $1,142,000."
Withdrawn,$1M–$2M,909 SE 9th Street,Rio Vista,Single Family,1810,1599000,883.0,635.0,39.1,1149000,450000,"Listed 39% over supported value — comparable Rio Vista homes sell near $800/sqft. Suggested list $1,149,000."
TempOff,$1M–$2M,1317 NE 2nd St,Victoria Park,Townhouse,2695,1595000,592.0,422.0,40.3,1137000,458000,"Listed 40% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $1,137,000."
Cancelled,$1M–$2M,1657 Poinsettia Dr,Poinsettia Heights,Single Family,1862,1595000,857.0,664.0,29.1,1236000,359000,"Listed 29% over supported value — comparable Poinsettia Heights homes sell near $524/sqft. Suggested list $1,236,000."
Expired,$1M–$2M,614 NE 10th Ave,Progresso,Single Family,3063,1595000,521.0,461.0,13.0,1412000,183000,"Listed 13% over supported value — comparable Progresso homes sell near $409/sqft. Suggested list $1,412,000."
Expired,$1M–$2M,2100 S Ocean Ln Unit#2102,Point Americas,Condo,1879,1595000,849.0,574.0,47.9,1079000,516000,"Listed 48% over supported value — comparable Point Americas homes sell near $541/sqft. Suggested list $1,079,000."
Expired,$1M–$2M,2100 S Ocean Ln Unit#1707,Point Americas,Condo,2116,1595000,754.0,565.0,33.5,1196000,399000,"Listed 33% over supported value — comparable Point Americas homes sell near $541/sqft. Suggested list $1,196,000."
Cancelled,$1M–$2M,2000 Coral Gardens Dr,Coral Gardens,Single Family,1895,1589000,839.0,529.0,58.6,1002000,587000,"Listed 59% over supported value — comparable Coral Gardens homes sell near $506/sqft. Suggested list $1,002,000."
Expired,$1M–$2M,1522 SE 2nd St,Colee Hammock,Townhouse,2549,1575000,618.0,516.0,19.8,1315000,260000,"Listed 20% over supported value — comparable Colee Hammock homes sell near $686/sqft. Suggested list $1,315,000."
Expired,$1M–$2M,1522 SE 2nd St,Colee Hammock,Townhouse,2549,1575000,618.0,516.0,19.8,1315000,260000,"Listed 20% over supported value — comparable Colee Hammock homes sell near $686/sqft. Suggested list $1,315,000."
Expired,$1M–$2M,333 Las Olas Way Unit#804,Las Olas,Condo,2129,1575000,740.0,635.0,16.5,1352000,223000,"Listed 17% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $1,352,000."
Cancelled,$1M–$2M,2100 Manatee Dr,Harbour Heights,Single Family,2050,1574000,768.0,634.0,21.1,1300000,274000,"Listed 21% over supported value — comparable Harbour Heights homes sell near $701/sqft. Suggested list $1,300,000."
Cancelled,$1M–$2M,798 SW 8th Way Unit#798,Tarpon River,Townhouse,3000,1565000,522.0,461.0,13.2,1383000,182000,"Listed 13% over supported value — comparable Tarpon River homes sell near $424/sqft. Suggested list $1,383,000."
Expired,$1M–$2M,1135 NE 11th Ave,Progresso,Single Family,1323,1565000,1183.0,740.0,59.9,979000,586000,"Listed 60% over supported value — comparable Progresso homes sell near $409/sqft. Suggested list $979,000."
Expired,$1M–$2M,1215 N Victoria Park Rd,Lake Ridge,Townhouse,3103,1550000,500.0,371.0,34.8,1151000,399000,"Listed 35% over supported value — comparable Lake Ridge homes sell near $528/sqft. Suggested list $1,151,000."
Expired,$1M–$2M,2409 NE 19th Ave,Middle River Manor,Single Family,1706,1550000,909.0,639.0,42.3,1090000,460000,"Listed 42% over supported value — comparable Middle River Manor homes sell near $619/sqft. Suggested list $1,090,000."
Expired,$1M–$2M,800 SE 11th Ct,Rio Vista,Single Family,1562,1550000,992.0,674.0,47.2,1053000,497000,"Listed 47% over supported value — comparable Rio Vista homes sell near $800/sqft. Suggested list $1,053,000."
Cancelled,$1M–$2M,1619 NE 11th St Unit#1,Progresso,Townhouse,2633,1550000,589.0,401.0,46.9,1056000,494000,"Listed 47% over supported value — comparable Progresso homes sell near $409/sqft. Suggested list $1,056,000."
Cancelled,$1M–$2M,525 N Fort Lauderdale Beach Blvd Unit#1610,Four Seasons,Condo,775,1550000,2000.0,1347.0,48.5,1044000,506000,"Listed 48% over supported value — comparable Four Seasons homes sell near $1,784/sqft. Suggested list $1,044,000."
Expired,$1M–$2M,1700 SW 5th Court,Gill Isles,Single Family,2339,1549900,663.0,596.0,11.2,1394000,156000,"Listed 11% over supported value — comparable Gill Isles homes sell near $538/sqft. Suggested list $1,394,000."
Expired,$1M–$2M,320 NE 16th Ave Unit#320,Victoria Park,Townhouse,3204,1549000,483.0,424.0,13.9,1358000,191000,"Listed 14% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $1,358,000."
Cancelled,$1M–$2M,100 E Las Olas Blvd Unit#2802,Las Olas,Condo,1404,1545000,1100.0,794.0,38.5,1115000,430000,"Listed 39% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $1,115,000."
Expired,$1M–$2M,2725 NE 26th Ave,Coral Ridge Galt,Single Family,1568,1545000,985.0,639.0,54.1,1002000,543000,"Listed 54% over supported value — comparable Coral Ridge Galt homes sell near $701/sqft. Suggested list $1,002,000."
Expired,$1M–$2M,2164 NE 25th St,Coral Point,Single Family,1785,1545000,866.0,595.0,45.5,1062000,483000,"Listed 46% over supported value — comparable Coral Point homes sell near $574/sqft. Suggested list $1,062,000."
Expired,$1M–$2M,1101 NE 16th Ter Unit#1,Progresso,Townhouse,3030,1545000,510.0,347.0,47.0,1051000,494000,"Listed 47% over supported value — comparable Progresso homes sell near $409/sqft. Suggested list $1,051,000."
Expired,$1M–$2M,514 N Victoria Park Rd,Victoria Park,Single Family,1541,1500000,973.0,629.0,54.7,969000,531000,"Listed 55% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $969,000."
Cancelled,$1M–$2M,1713 SW 5th St,Gill Isles,Single Family,1532,1500000,979.0,629.0,55.6,964000,536000,"Listed 56% over supported value — comparable Gill Isles homes sell near $538/sqft. Suggested list $964,000."
Expired,$1M–$2M,1508 SW 5th Ct,Gill Isles,Single Family,1781,1500000,842.0,595.0,41.5,1060000,440000,"Listed 42% over supported value — comparable Gill Isles homes sell near $538/sqft. Suggested list $1,060,000."
Expired,$1M–$2M,1621 SW 5th St,Gill Isles,Single Family,2031,1500000,739.0,599.0,23.4,1217000,283000,"Listed 23% over supported value — comparable Gill Isles homes sell near $538/sqft. Suggested list $1,217,000."
Cancelled,$1M–$2M,1318 SE 12th Way,Lauderdale Harbors,Single Family,1295,1500000,1158.0,736.0,57.3,953000,547000,"Listed 57% over supported value — comparable Lauderdale Harbors homes sell near $860/sqft. Suggested list $953,000."
Cancelled,$1M–$2M,101 S Fort Lauderdale Beach Boulevard Unit#907,Las Olas,Condo,1905,1499999,787.0,611.0,28.8,1164000,336000,"Listed 29% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $1,164,000."
Cancelled,$1M–$2M,1320 NE 16th Ave,Lake Ridge,Townhouse,2330,1499999,644.0,470.0,37.0,1095000,405000,"Listed 37% over supported value — comparable Lake Ridge homes sell near $528/sqft. Suggested list $1,095,000."
Cancelled,$1M–$2M,620 NE 17th Ter,Victoria Park,Single Family,1859,1499990,807.0,581.0,38.9,1080000,420000,"Listed 39% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $1,080,000."
Cancelled,$1M–$2M,1509 SW 5th Place,Gill Isles,Single Family,1964,1499000,763.0,553.0,38.0,1086000,413000,"Listed 38% over supported value — comparable Gill Isles homes sell near $538/sqft. Suggested list $1,086,000."
Expired,$1M–$2M,1004 SE 11th St,Rio Vista,Single Family,1891,1499000,793.0,628.0,26.3,1188000,311000,"Listed 26% over supported value — comparable Rio Vista homes sell near $800/sqft. Suggested list $1,188,000."
Cancelled,$1M–$2M,1004 SE 11th St,Rio Vista,Single Family,1891,1499000,793.0,628.0,26.3,1188000,311000,"Listed 26% over supported value — comparable Rio Vista homes sell near $800/sqft. Suggested list $1,188,000."
Cancelled,$1M–$2M,1657 Poinsettia Dr,Poinsettia Heights,Single Family,1862,1499000,805.0,664.0,21.2,1236000,263000,"Listed 21% over supported value — comparable Poinsettia Heights homes sell near $524/sqft. Suggested list $1,236,000."
Cancelled,$1M–$2M,1657 Poinsettia Dr,Poinsettia Heights,Single Family,1862,1498000,805.0,664.0,21.2,1236000,262000,"Listed 21% over supported value — comparable Poinsettia Heights homes sell near $524/sqft. Suggested list $1,236,000."
Cancelled,$1M–$2M,724 SW 8th Way Unit#724,Tarpon River,Townhouse,2935,1497000,510.0,459.0,11.1,1347000,150000,"Listed 11% over supported value — comparable Tarpon River homes sell near $424/sqft. Suggested list $1,347,000."
Expired,$1M–$2M,845 SW 14th Ct,Croissant Park,Townhouse,2600,1495000,575.0,393.0,46.3,1022000,473000,"Listed 46% over supported value — comparable Croissant Park homes sell near $484/sqft. Suggested list $1,022,000."
Expired,$1M–$2M,845 SW 14th Ct,Croissant Park,Townhouse,2600,1495000,575.0,393.0,46.3,1022000,473000,"Listed 46% over supported value — comparable Croissant Park homes sell near $484/sqft. Suggested list $1,022,000."
Cancelled,$1M–$2M,915 NE 17th Ter,Victoria Park,Townhouse,2585,1495000,578.0,523.0,10.5,1352000,143000,"Listed 11% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $1,352,000."
Cancelled,$1M–$2M,2200 S Ocean Ln Unit#702,Point Americas,Condo,2003,1495000,746.0,573.0,30.2,1148000,347000,"Listed 30% over supported value — comparable Point Americas homes sell near $541/sqft. Suggested list $1,148,000."
Expired,$1M–$2M,333 Las Olas Way Unit#2604,Las Olas,Condo,2129,1495000,702.0,635.0,10.6,1352000,143000,"Listed 11% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $1,352,000."
Expired,$1M–$2M,1617 NE 11th St Unit#1,Progresso,Townhouse,2633,1495000,568.0,401.0,41.6,1056000,439000,"Listed 42% over supported value — comparable Progresso homes sell near $409/sqft. Suggested list $1,056,000."
Expired,$1M–$2M,2100 S OCEAN LN Unit#811,Point Americas,Condo,1912,1495000,782.0,572.0,36.7,1094000,401000,"Listed 37% over supported value — comparable Point Americas homes sell near $541/sqft. Suggested list $1,094,000."
Withdrawn,$1M–$2M,100 E Las Olas Boulevard Unit#1901,Las Olas,Condo,2395,1495000,624.0,551.0,13.2,1320000,175000,"Listed 13% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $1,320,000."
Cancelled,$1M–$2M,333 Las Olas Way Unit#2604,Las Olas,Condo,2129,1495000,702.0,635.0,10.6,1352000,143000,"Listed 11% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $1,352,000."
Expired,$1M–$2M,855 SW 14th Ct Unit#855,Croissant Park,Townhouse,2600,1490000,573.0,393.0,45.8,1022000,468000,"Listed 46% over supported value — comparable Croissant Park homes sell near $484/sqft. Suggested list $1,022,000."
Expired,$1M–$2M,1606 SE 1st St,Colee Hammock,Single Family,1893,1475000,779.0,688.0,13.2,1302000,173000,"Listed 13% over supported value — comparable Colee Hammock homes sell near $686/sqft. Suggested list $1,302,000."
Cancelled,$1M–$2M,2300 NE 15th Terrace,Edgewater Estates,Single Family,1434,1475000,1029.0,749.0,37.4,1074000,401000,"Listed 37% over supported value — comparable Edgewater Estates homes sell near $719/sqft. Suggested list $1,074,000."
Cancelled,$1M–$2M,101 S FORT LAUDERDALE BEACH BLVD Unit#607,Las Olas,Condo,1905,1469999,772.0,611.0,26.4,1164000,306000,"Listed 26% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $1,164,000."
Expired,$1M–$2M,101 S FORT LAUDERDALE BEACH BLVD Unit#607,Las Olas,Condo,1905,1469999,772.0,611.0,26.4,1164000,306000,"Listed 26% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $1,164,000."
Expired,$1M–$2M,101 S FORT LAUDERDALE BEACH BLVD Unit#607,Las Olas,Condo,1905,1469999,772.0,611.0,26.4,1164000,306000,"Listed 26% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $1,164,000."
Expired,$1M–$2M,347 N New River Drive Unit#ph4,Watergarden,Condo,1918,1450000,756.0,617.0,22.5,1183000,267000,"Listed 23% over supported value — comparable Watergarden homes sell near $572/sqft. Suggested list $1,183,000."
Expired,$1M–$2M,2617 NE 26th Ave,Coral Ridge Galt,Single Family,1962,1450000,739.0,621.0,19.0,1218000,232000,"Listed 19% over supported value — comparable Coral Ridge Galt homes sell near $701/sqft. Suggested list $1,218,000."
Cancelled,$1M–$2M,2200 S Ocean Ln Unit#209,Point Americas,Condo,1641,1450000,884.0,588.0,50.3,965000,485000,"Listed 50% over supported value — comparable Point Americas homes sell near $541/sqft. Suggested list $965,000."
Cancelled,$1M–$2M,308 NE 14th Ave Unit#A,Victoria Park,Townhouse,2326,1450000,623.0,519.0,20.0,1207000,243000,"Listed 20% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $1,207,000."
Cancelled,$1M–$2M,804 SE 10th St,Rio Vista,Single Family,1970,1449000,736.0,641.0,14.8,1263000,186000,"Listed 15% over supported value — comparable Rio Vista homes sell near $800/sqft. Suggested list $1,263,000."
Expired,$1M–$2M,411 N New River Dr E Unit#2205,Las Olas,Condo,1630,1449000,889.0,619.0,43.6,1009000,440000,"Listed 44% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $1,009,000."
Expired,$1M–$2M,2100 S Ocean Lane Unit#411,Point Americas,Condo,1912,1425000,745.0,572.0,30.2,1094000,331000,"Listed 30% over supported value — comparable Point Americas homes sell near $541/sqft. Suggested list $1,094,000."
Cancelled,$1M–$2M,909 NE 16th Ave,Victoria Park,Townhouse,2482,1420000,572.0,513.0,11.5,1273000,147000,"Listed 12% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $1,273,000."
Expired,$1M–$2M,2200 S Ocean Ln Unit#304,Point Americas,Condo,2011,1420000,706.0,573.0,23.2,1152000,268000,"Listed 23% over supported value — comparable Point Americas homes sell near $541/sqft. Suggested list $1,152,000."
Expired,$1M–$2M,347 N New River Dr Unit#PH4,Watergarden,Condo,1918,1400000,730.0,617.0,18.3,1183000,217000,"Listed 18% over supported value — comparable Watergarden homes sell near $572/sqft. Suggested list $1,183,000."
Cancelled,$1M–$2M,1220 NE 13th Ave,Progresso,Townhouse,2583,1400000,542.0,386.0,40.4,997000,403000,"Listed 40% over supported value — comparable Progresso homes sell near $409/sqft. Suggested list $997,000."
Cancelled,$1M–$2M,2100 S Ocean Lane Unit#2508,Point Americas,Condo,1880,1399000,744.0,574.0,29.6,1079000,320000,"Listed 30% over supported value — comparable Point Americas homes sell near $541/sqft. Suggested list $1,079,000."
Expired,$1M–$2M,814 N Victoria Park Road,Progresso,Townhouse,3336,1399000,419.0,346.0,21.1,1154000,245000,"Listed 21% over supported value — comparable Progresso homes sell near $409/sqft. Suggested list $1,154,000."
Expired,$1M–$2M,805 NE 16th Terrace Unit#1,Progresso,Townhouse,2585,1399000,541.0,395.0,37.0,1021000,378000,"Listed 37% over supported value — comparable Progresso homes sell near $409/sqft. Suggested list $1,021,000."
Expired,$1M–$2M,411 N New River Dr Unit#1505,Las Olas,Condo,1630,1399000,858.0,619.0,38.6,1009000,390000,"Listed 39% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $1,009,000."
Cancelled,$1M–$2M,2100 S Ocean Ln Unit#2008,Point Americas,Condo,1880,1395000,742.0,574.0,29.3,1079000,316000,"Listed 29% over supported value — comparable Point Americas homes sell near $541/sqft. Suggested list $1,079,000."
Cancelled,$1M–$2M,925 NE 6th St,Victoria Park,Townhouse,2239,1395000,623.0,438.0,42.2,981000,414000,"Listed 42% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $981,000."
Cancelled,$1M–$2M,1578 S Ocean Lane Unit#115,Oceanage,Condo,1273,1395000,1096.0,694.0,57.9,883000,512000,"Listed 58% over supported value — comparable Oceanage homes sell near $799/sqft. Suggested list $883,000."
Cancelled,$1M–$2M,925 NE 6th St Unit#1,Victoria Park,Townhouse,2239,1395000,623.0,438.0,42.2,981000,414000,"Listed 42% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $981,000."
Cancelled,$1M–$2M,925 NE 6th St,Victoria Park,Townhouse,2239,1395000,623.0,438.0,42.2,981000,414000,"Listed 42% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $981,000."
Cancelled,$1M–$2M,1578 S Ocean Lane Unit#114,Oceanage,Condo,1264,1395000,1104.0,931.0,18.6,1177000,218000,"Listed 19% over supported value — comparable Oceanage homes sell near $799/sqft. Suggested list $1,177,000."
Cancelled,$1M–$2M,1578 S Ocean Lane Unit#115,Oceanage,Condo,1273,1395000,1096.0,912.0,20.2,1161000,234000,"Listed 20% over supported value — comparable Oceanage homes sell near $799/sqft. Suggested list $1,161,000."
Expired,$1M–$2M,2200 S Ocean Ln Unit#304,Point Americas,Condo,2011,1395000,694.0,573.0,21.1,1152000,243000,"Listed 21% over supported value — comparable Point Americas homes sell near $541/sqft. Suggested list $1,152,000."
Expired,$1M–$2M,2556 Middle River Dr,Coral Ridge Galt,Single Family,1600,1395000,872.0,681.0,28.0,1090000,305000,"Listed 28% over supported value — comparable Coral Ridge Galt homes sell near $701/sqft. Suggested list $1,090,000."
Expired,$1M–$2M,411 N New River Dr Unit#3505,Las Olas,Condo,1630,1395000,856.0,619.0,38.3,1009000,386000,"Listed 38% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $1,009,000."
Cancelled,$1M–$2M,925 NE 6th St,Victoria Park,Townhouse,2239,1395000,623.0,438.0,42.2,981000,414000,"Listed 42% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $981,000."
Cancelled,$1M–$2M,2741 NE 6th Avenue,Tropical Manors,Single Family,1767,1395000,789.0,608.0,29.8,1074000,321000,"Listed 30% over supported value — comparable Tropical Manors homes sell near $588/sqft. Suggested list $1,074,000."
Cancelled,$1M–$2M,624 NW 22nd St,Hillbrook,Single Family,2365,1395000,590.0,476.0,23.9,1126000,269000,"Listed 24% over supported value — comparable Hillbrook homes sell near $452/sqft. Suggested list $1,126,000."
Cancelled,$1M–$2M,1215 NE 11th Ave Unit#B,Lake Ridge,Townhouse,2400,1395000,581.0,452.0,28.5,1085000,310000,"Listed 29% over supported value — comparable Lake Ridge homes sell near $528/sqft. Suggested list $1,085,000."
Cancelled,$1M–$2M,333 Las Olas Way Unit#2406,Las Olas,Condo,1869,1395000,746.0,626.0,19.2,1170000,225000,"Listed 19% over supported value — comparable Las Olas homes sell near $627/sqft. Suggested list $1,170,000."
Cancelled,$1M–$2M,1443 SW 5th Ct,Riverside,Single Family,2085,1395000,669.0,565.0,18.4,1178000,217000,"Listed 18% over supported value — comparable Riverside homes sell near $515/sqft. Suggested list $1,178,000."
Cancelled,$1M–$2M,201 NE 28th Ct,Sunset Manors,Single Family,2058,1390000,675.0,553.0,22.1,1138000,252000,"Listed 22% over supported value — comparable Sunset Manors homes sell near $514/sqft. Suggested list $1,138,000."
Cancelled,$1M–$2M,820 SE 9th St,Rio Vista,Single Family,1683,1390000,826.0,706.0,17.0,1188000,202000,"Listed 17% over supported value — comparable Rio Vista homes sell near $800/sqft. Suggested list $1,188,000."
Expired,$1M–$2M,1617 NE 11th St Unit#1,Progresso,Townhouse,2633,1390000,528.0,401.0,31.7,1056000,334000,"Listed 32% over supported value — comparable Progresso homes sell near $409/sqft. Suggested list $1,056,000."
Expired,$1M–$2M,1101 NE 16th Ter Unit#1,Progresso,Townhouse,3030,1390000,459.0,370.0,24.1,1121000,269000,"Listed 24% over supported value — comparable Progresso homes sell near $409/sqft. Suggested list $1,121,000."
Expired,$1M–$2M,806 NE 16th Avenue,Progresso,Townhouse,2774,1389000,501.0,332.0,50.9,921000,468000,"Listed 51% over supported value — comparable Progresso homes sell near $409/sqft. Suggested list $921,000."
Expired,$1M–$2M,2816 Coral Shores Dr,Coral Shores,Single Family,2001,1388000,694.0,507.0,36.9,1015000,373000,"Listed 37% over supported value — comparable Coral Shores homes sell near $501/sqft. Suggested list $1,015,000."
Expired,$1M–$2M,2725 NE 26th Ave,Coral Ridge Galt,Single Family,1568,1384000,883.0,639.0,38.2,1002000,382000,"Listed 38% over supported value — comparable Coral Ridge Galt homes sell near $701/sqft. Suggested list $1,002,000."
Expired,$1M–$2M,518 NE 13th Ave,Halls,Single Family,1608,1375000,855.0,760.0,12.5,1222000,153000,"Listed 12% over supported value — comparable Halls homes sell near $779/sqft. Suggested list $1,222,000."
Expired,$1M–$2M,310 SW 10th St,Lauderdale,Single Family,1488,1375000,924.0,819.0,12.8,1219000,156000,"Listed 13% over supported value — comparable Lauderdale homes sell near $463/sqft. Suggested list $1,219,000."
Expired,$1M–$2M,450 N Victoria Park Rd,Victoria Park,Single Family,2420,1375000,568.0,512.0,10.9,1239000,136000,"Listed 11% over supported value — comparable Victoria Park homes sell near $590/sqft. Suggested list $1,239,000."
